line_id	entry_id	section	field	response	response_date	source	kernel_tokens_est	full_tokens_est	kernel	full
L2359	R007__WHATS_MISSING__Missing_Question__L532	WHATS_MISSING	Missing_Question	7	6/22/2026, 4:44:37 AM	ai-prompting-and-description.md:L532	54	54	When a neural CAD model infers unstated geometry, constraints, materials, or performance requirements and the resulting design fails, who is professionally, contractually, and legally responsible for the inference?	When a neural CAD model infers unstated geometry, constraints, materials, or performance requirements and the resulting design fails, who is professionally, contractually, and legally responsible for the inference?
L2360	R007__WHATS_MISSING__Critical_Assumption__L536	WHATS_MISSING	Critical_Assumption	7	6/22/2026, 4:44:37 AM	ai-prompting-and-description.md:L536	42	113	The protected assumption is that design intent exists prior to representation and can be faithfully extracted from speech, sketches, images, and organizational data.	The protected assumption is that design intent exists prior to representation and can be faithfully extracted from speech, sketches, images, and organizational data. In practice, designers often discover intent through the resistance of the tool, iterative modelling, failed constraints, and negotiation with collaborators. If friction is partly constitutive of reasoning, eliminating it may accelerate premature commitment rather than improve design.
L2361	R007__WHATS_MISSING__Next_Inquiry__L540	WHATS_MISSING	Next_Inquiry	7	6/22/2026, 4:44:37 AM	ai-prompting-and-description.md:L540	22	146	Evaluate neural CAD on full revision lifecycles rather than isolated generation tasks.	Evaluate neural CAD on full revision lifecycles rather than isolated generation tasks. Give professionals ambiguous briefs, require repeated requirement changes, and measure constraint integrity, manufacturability, code compliance, expert correction time, hidden assumptions, downstream interoperability, and recovery after erroneous generations. Compare novice, CAD-expert, and domain-expert users. The decisive test is not whether the system can create an impressive initial model, but whether humans can understand, challenge, revise, certify, and safely inherit what it creates.
L2362	R008__WHATS_MISSING__Missing_Question__L611	WHATS_MISSING	Missing_Question	8	6/22/2026, 4:53:25 AM	ai-prompting-and-description.md:L611	23	59	What socially valuable work will justify data centers consuming a projected fifth of U.S.	What socially valuable work will justify data centers consuming a projected fifth of U.S. electricity, and who has authority to decide that this use outranks competing household, manufacturing, transportation, and decarbonization needs?
L2363	R008__WHATS_MISSING__Critical_Assumption__L615	WHATS_MISSING	Critical_Assumption	8	6/22/2026, 4:53:25 AM	ai-prompting-and-description.md:L615	25	92	The protected assumption is that projected AI demand should be satisfied rather than interrogated.	The protected assumption is that projected AI demand should be satisfied rather than interrogated. If much of that demand reflects speculative overbuilding, duplicated model training, low-value inference, subsidized pricing, or investor signaling, then expanding the grid around it could socialize costs for infrastructure that later proves economically unnecessary.
L2364	R008__WHATS_MISSING__Next_Inquiry__L619	WHATS_MISSING	Next_Inquiry	8	6/22/2026, 4:53:25 AM	ai-prompting-and-description.md:L619	14	144	Separate actual AI workloads from promotional forecasts.	Separate actual AI workloads from promotional forecasts. Measure facility utilization, energy consumed per workload, revenue supported per megawatt, public subsidies, local price effects, emissions, water use, grid-upgrade responsibility, and the proportion of capacity reserved for speculative future demand. Compare those results with less energy-intensive architectures and non-AI uses of the same infrastructure. The decisive issue is not what constitutes AI’s backbone, but which parts of that backbone create enough verified value to deserve public and material support.
L2365	R009__WHATS_MISSING__Missing_Question__L690	WHATS_MISSING	Missing_Question	9	6/22/2026, 4:59:45 AM	ai-prompting-and-description.md:L690	50	50	At what point must the system return control to the user before a model-selected action is executed, and how should that consent be presented without training users to approve everything reflexively?	At what point must the system return control to the user before a model-selected action is executed, and how should that consent be presented without training users to approve everything reflexively?
L2366	R009__WHATS_MISSING__Critical_Assumption__L694	WHATS_MISSING	Critical_Assumption	9	6/22/2026, 4:59:45 AM	ai-prompting-and-description.md:L694	34	85	The protected assumption is that the user’s initial request supplies sufficient consent for every downstream tool call the model infers.	The protected assumption is that the user’s initial request supplies sufficient consent for every downstream tool call the model infers. That may hold for retrieving weather, but it breaks when an agent discovers new steps, changes scope, accesses sensitive information, communicates with third parties, or performs irreversible actions.
L2367	R009__WHATS_MISSING__Next_Inquiry__L698	WHATS_MISSING	Next_Inquiry	9	6/22/2026, 4:59:45 AM	ai-prompting-and-description.md:L698	28	125	Evaluate tool-calling systems through adversarial and longitudinal workflows rather than clean demonstrations.	Evaluate tool-calling systems through adversarial and longitudinal workflows rather than clean demonstrations. Test ambiguous requests, malformed arguments, prompt injection inside tool results, duplicate execution, partial failure, stale state, conflicting tools, excessive permissions, and user interruption. Measure not only task completion but unauthorized actions, recoverability, consent comprehension, provenance, and whether users can distinguish a proposed action from one already executed.
L2368	R010__WHATS_MISSING__Missing_Question__L769	WHATS_MISSING	Missing_Question	10	6/22/2026, 5:01:29 AM	ai-prompting-and-description.md:L769	38	38	Does GLM-5.2’s benchmark advantage survive when models are compared at equal task budgets for tokens, latency, hardware, energy, and permitted retries?	Does GLM-5.2’s benchmark advantage survive when models are compared at equal task budgets for tokens, latency, hardware, energy, and permitted retries?
L2369	R010__WHATS_MISSING__Critical_Assumption__L773	WHATS_MISSING	Critical_Assumption	10	6/22/2026, 5:01:29 AM	ai-prompting-and-description.md:L773	25	73	The protected assumption is that a higher aggregate score represents a generally stronger successor.	The protected assumption is that a higher aggregate score represents a generally stronger successor. The opossum regression suggests that training changes may trade away specific representational, stylistic, or instruction-following abilities to improve benchmark-weighted behavior elsewhere.
L2370	R010__WHATS_MISSING__Next_Inquiry__L777	WHATS_MISSING	Next_Inquiry	10	6/22/2026, 5:01:29 AM	ai-prompting-and-description.md:L777	65	137	Run paired evaluations of GLM-5.1 and GLM-5.2 across a broad preserved task suite, including SVG composition, animation integrity, long-context retrieval, repository-scale coding, multilingual reasoning, instruction fidelity, and repeated-generation variance.	Run paired evaluations of GLM-5.1 and GLM-5.2 across a broad preserved task suite, including SVG composition, animation integrity, long-context retrieval, repository-scale coding, multilingual reasoning, instruction fidelity, and repeated-generation variance. Report task success alongside output tokens, latency, hosting configuration, memory requirements, and human correction time. The decisive question is not whether GLM-5.2 leads an index, but which capabilities improved, which regressed, and what resources were exchanged for those gains.
L2371	R011__WHATS_MISSING__Missing_Question__L848	WHATS_MISSING	Missing_Question	11	6/22/2026, 5:03:11 AM	ai-prompting-and-description.md:L848	32	32	What observation would cause Altman to conclude that additional scaling is no longer the dominant path to more capable systems?	What observation would cause Altman to conclude that additional scaling is no longer the dominant path to more capable systems?
L2372	R011__WHATS_MISSING__Critical_Assumption__L852	WHATS_MISSING	Critical_Assumption	11	6/22/2026, 5:03:11 AM	ai-prompting-and-description.md:L852	48	66	The protected assumption is that recent capability gains reveal a continuing underlying law rather than a temporary regime produced by increasing compute, improved post-training, better tools…	The protected assumption is that recent capability gains reveal a continuing underlying law rather than a temporary regime produced by increasing compute, improved post-training, better tools, richer evaluation scaffolds, and selective presentation of successes.
L2373	R011__WHATS_MISSING__Next_Inquiry__L856	WHATS_MISSING	Next_Inquiry	11	6/22/2026, 5:03:11 AM	ai-prompting-and-description.md:L856	28	142	Evaluate successive model generations under controlled compute, data, tool-access, and inference-time budgets.	Evaluate successive model generations under controlled compute, data, tool-access, and inference-time budgets. Distinguish gains attributable to parameter scaling from those produced by reinforcement learning, retrieval, search, external verification, and agent scaffolding. Measure not only solved tasks but research-horizon length, error recovery, judgment under ambiguity, reproducibility, and cost per verified discovery. The decisive evidence is not whether scaling has worked, but whether its marginal returns remain superior to competing research directions.
L2374	R012__WHATS_MISSING__Missing_Question__L927	WHATS_MISSING	Missing_Question	12	6/22/2026, 6:26:00 PM	ai-prompting-and-description.md:L927	54	71	Who specifically would have captured the proposed eight billion dollars in economic activity, and what enforceable mechanisms would have ensured that Baltimore residents—rather than external firms, property owners…	Who specifically would have captured the proposed eight billion dollars in economic activity, and what enforceable mechanisms would have ensured that Baltimore residents—rather than external firms, property owners, consultants, and imported specialists—received a substantial share?
L2375	R012__WHATS_MISSING__Critical_Assumption__L931	WHATS_MISSING	Critical_Assumption	12	6/22/2026, 6:26:00 PM	ai-prompting-and-description.md:L931	39	93	The protected assumption is that scaling Baltimore’s innovation economy would automatically repair the social damage caused by previous industrial decline.	The protected assumption is that scaling Baltimore’s innovation economy would automatically repair the social damage caused by previous industrial decline. Innovation growth can increase aggregate output while deepening spatial and racial inequality unless ownership, hiring, procurement, housing, and training institutions are deliberately structured around distribution.
L2376	R012__WHATS_MISSING__Next_Inquiry__L935	WHATS_MISSING	Next_Inquiry	12	6/22/2026, 6:26:00 PM	ai-prompting-and-description.md:L935	15	125	Audit the original proposal as though it had been funded.	Audit the original proposal as though it had been funded. Identify the projected recipients of each major expenditure, the evidentiary basis for job and growth estimates, resident-hiring obligations, employer demand, wage quality, ownership structure, displacement risks, and the commitments that remain valid without federal money. The decisive test is not whether Baltimore deserved investment, but whether the proposed institutional design would have converted investment into durable local power.
L2377	R013__WHATS_MISSING__Missing_Question__L1085	WHATS_MISSING	Missing_Question	13	6/22/2026, 6:33:23 PM	ai-prompting-and-description.md:L1085	61	61	What minimum combination of provenance, date, hierarchy, geographic applicability, and surrounding context is required before a LOCUS chunk can support a legally meaningful claim about what governs a particular person, property, or institution?	What minimum combination of provenance, date, hierarchy, geographic applicability, and surrounding context is required before a LOCUS chunk can support a legally meaningful claim about what governs a particular person, property, or institution?
L2378	R013__WHATS_MISSING__Critical_Assumption__L1089	WHATS_MISSING	Critical_Assumption	13	6/22/2026, 6:33:23 PM	ai-prompting-and-description.md:L1089	25	78	The protected assumption is that the principal barrier to understanding local law is access to text.	The protected assumption is that the principal barrier to understanding local law is access to text. Access is necessary, but the harder problem is authority: deciding which version, jurisdictional layer, exception, incorporated standard, or superior law controls. A searchable provision is not yet an answer.
L2379	R013__WHATS_MISSING__Next_Inquiry__L1093	WHATS_MISSING	Next_Inquiry	13	6/22/2026, 6:33:23 PM	ai-prompting-and-description.md:L1093	33	140	Conduct a stratified audit across states, vendors, cities, counties, OCR formats, taxonomy classes, and extreme normative scores.	Conduct a stratified audit across states, vendors, cities, counties, OCR formats, taxonomy classes, and extreme normative scores. Have municipal-law experts and affected residents independently assess textual accuracy, currentness, jurisdictional applicability, function, topic, opacity, paternalism, discretion, and salience. Compare agreement not only with the trained classifiers but with the original GPT judgments. The decisive test is whether LOCUS measures properties of local law or primarily measures the interpretive system used to construct LOCUS.
L2380	R015__WHATS_MISSING__Missing_Question__L1568	WHATS_MISSING	Missing_Question	15	6/22/2026, 7:33:29 PM	ai-prompting-and-description.md:L1568	41	41	How can a learner distinguish a genuinely causal anticipatory cue from a superficial correlation that happens to predict outcomes in familiar training conditions?	How can a learner distinguish a genuinely causal anticipatory cue from a superficial correlation that happens to predict outcomes in familiar training conditions?
L2381	R015__WHATS_MISSING__Critical_Assumption__L1572	WHATS_MISSING	Critical_Assumption	15	6/22/2026, 7:33:29 PM	ai-prompting-and-description.md:L1572	24	65	The protected assumption is that more varied exposure will naturally yield better abstractions.	The protected assumption is that more varied exposure will naturally yield better abstractions. Learners can instead encode irrelevant cues, stereotypes, or accidental regularities, particularly when feedback is delayed, ambiguous, or selectively remembered.
L2382	R015__WHATS_MISSING__Next_Inquiry__L1576	WHATS_MISSING	Next_Inquiry	15	6/22/2026, 7:33:29 PM	ai-prompting-and-description.md:L1576	29	112	Compare experts and novices using temporally occluded scenarios that systematically remove or alter individual cues.	Compare experts and novices using temporally occluded scenarios that systematically remove or alter individual cues. Measure prediction accuracy, confidence, gaze location, transfer to unfamiliar opponents, and adaptation after violated expectations. The decisive issue is not how many patterns a person has accumulated, but whether their internal chunks track stable causal structure rather than the surface regularities of a narrow environment.
L2383	R017__WHATS_MISSING__Missing_Question__L1837	WHATS_MISSING	Missing_Question	17	6/22/2026, 7:49:59 PM	ai-prompting-and-description.md:L1837	38	38	What makes an internal process a representation of a particular external process, rather than merely another process that happens to correlate with it?	What makes an internal process a representation of a particular external process, rather than merely another process that happens to correlate with it?
L2384	R017__WHATS_MISSING__Critical_Assumption__L1841	WHATS_MISSING	Critical_Assumption	17	6/22/2026, 7:49:59 PM	ai-prompting-and-description.md:L1841	29	81	The protected assumption is that preserving enough causal or relational structure is sufficient to produce meaning.	The protected assumption is that preserving enough causal or relational structure is sufficient to produce meaning. That leaves unresolved who or what determines which correspondences matter, how mistaken representation remains representation, and how models become anchored to particular objects, purposes, or situations.
L2385	R017__WHATS_MISSING__Next_Inquiry__L1845	WHATS_MISSING	Next_Inquiry	17	6/22/2026, 7:49:59 PM	ai-prompting-and-description.md:L1845	25	143	Construct experiments that separate genuine model-based anticipation from conditioned association.	Construct experiments that separate genuine model-based anticipation from conditioned association. Train organisms or artificial systems on the same observable regularities, then alter hidden causal structure while preserving familiar surface cues. Test whether they can predict unseen consequences, choose among novel interventions, revise their representations after anomalies, and transfer knowledge across changes in appearance. The decisive evidence would be not successful repetition, but flexible behavior under counterfactual situations never directly experienced.
L2386	R018__WHATS_MISSING__Missing_Question__L1916	WHATS_MISSING	Missing_Question	18	6/23/2026, 5:11:14 PM	ai-prompting-and-description.md:L1916	52	52	Who is accountable when harmful behavior emerges from the interaction among model, system prompt, retrieved data, tool responses, routing policies, and human approval rather than from any single component?	Who is accountable when harmful behavior emerges from the interaction among model, system prompt, retrieved data, tool responses, routing policies, and human approval rather than from any single component?
L2387	R018__WHATS_MISSING__Critical_Assumption__L1920	WHATS_MISSING	Critical_Assumption	18	6/23/2026, 5:11:14 PM	ai-prompting-and-description.md:L1920	26	83	The protected assumption is that harness complexity can indefinitely compensate for unreliable models.	The protected assumption is that harness complexity can indefinitely compensate for unreliable models. Beyond some threshold, additional scaffolding may increase brittleness, latency, cost, and opacity faster than it improves performance, creating systems whose apparent competence depends on an unmaintainable web of exceptions.
L2388	R018__WHATS_MISSING__Next_Inquiry__L1924	WHATS_MISSING	Next_Inquiry	18	6/23/2026, 5:11:14 PM	ai-prompting-and-description.md:L1924	26	131	Compare identical models across independently constructed harnesses using realistic, long-running tasks.	Compare identical models across independently constructed harnesses using realistic, long-running tasks. Measure not only completion quality but intervention count, hidden retries, latency, cost, unauthorized actions, recovery from corrupted state, prompt-injection resistance, and the ability to reconstruct why an action occurred. The decisive question is not whether harness engineering improves outputs, but whether its added complexity produces systems that remain understandable, governable, and correct under failure.
L2389	R019__WHATS_MISSING__Missing_Question__L1995	WHATS_MISSING	Missing_Question	19	6/23/2026, 5:12:20 PM	ai-prompting-and-description.md:L1995	65	65	What evidence did the government actually use to conclude that foreign access to Mythos and Fable created a national-security risk, and how much of that evidence came from Anthropic’s public rhetoric rather than independent testing or classified assessment?	What evidence did the government actually use to conclude that foreign access to Mythos and Fable created a national-security risk, and how much of that evidence came from Anthropic’s public rhetoric rather than independent testing or classified assessment?
L2390	R019__WHATS_MISSING__Critical_Assumption__L1999	WHATS_MISSING	Critical_Assumption	19	6/23/2026, 5:12:20 PM	ai-prompting-and-description.md:L1999	23	77	The protected assumption is that corporate communication materially caused the export ban.	The protected assumption is that corporate communication materially caused the export ban. That interpretation obscures the possibility that the ban emerged from a broader struggle over military access, surveillance limits, government authority, and Anthropic’s refusal to align fully with state priorities.
L2391	R019__WHATS_MISSING__Next_Inquiry__L2003	WHATS_MISSING	Next_Inquiry	19	6/23/2026, 5:12:20 PM	ai-prompting-and-description.md:L2003	50	126	Reconstruct the policy sequence using private briefings, capability evaluations, agency correspondence, model-access negotiations, and the chronology of disputes between Anthropic and the government.	Reconstruct the policy sequence using private briefings, capability evaluations, agency correspondence, model-access negotiations, and the chronology of disputes between Anthropic and the government. Compare Anthropic’s public statements with those of firms possessing similar capabilities but different political relationships. The decisive question is whether the ban was a response to measurable model danger, to the company’s description of that danger, or to its resistance to government control.
L2392	R020__WHATS_MISSING__Missing_Question__L2074	WHATS_MISSING	Missing_Question	20	6/23/2026, 5:14:37 PM	ai-prompting-and-description.md:L2074	65	65	What institutional mechanism would ensure that the useful residue of an AI collapse—hardware, models, data infrastructure, and expertise—passes into broadly accessible hands rather than being consolidated by the same firms and investors at distressed prices?	What institutional mechanism would ensure that the useful residue of an AI collapse—hardware, models, data infrastructure, and expertise—passes into broadly accessible hands rather than being consolidated by the same firms and investors at distressed prices?
L2393	R020__WHATS_MISSING__Critical_Assumption__L2078	WHATS_MISSING	Critical_Assumption	20	6/23/2026, 5:14:37 PM	ai-prompting-and-description.md:L2078	40	88	The protected assumption is that the bubble will burst before public institutions, workplaces, and markets become irreversibly reorganized around its claims.	The protected assumption is that the bubble will burst before public institutions, workplaces, and markets become irreversibly reorganized around its claims. Even unprofitable technology can leave durable procurement systems, weakened professions, environmental liabilities, surveillance infrastructure, and altered expectations about acceptable labor.
L2394	R020__WHATS_MISSING__Next_Inquiry__L2082	WHATS_MISSING	Next_Inquiry	20	6/23/2026, 5:14:37 PM	ai-prompting-and-description.md:L2082	19	122	Trace specific deployments from initial subsidy through price normalization.	Trace specific deployments from initial subsidy through price normalization. Measure who requested the tool, who could refuse it, whether staffing or quotas changed, who captured saved time, who bore errors, and whether the system remained valuable once its full cost became visible. In parallel, model post-collapse ownership scenarios for data centers, GPUs, models, and patents. The decisive issue is not simply whether the bubble bursts, but which social order inherits its machinery.
L2395	R021__WHATS_MISSING__Missing_Question__L2153	WHATS_MISSING	Missing_Question	21	6/23/2026, 8:04:27 PM	ai-prompting-and-description.md:L2153	53	53	Are unemployed graduates unable to find work because they studied the wrong subjects, or because the economy is not generating enough secure, well-paid entry-level positions for the number of graduates produced?	Are unemployed graduates unable to find work because they studied the wrong subjects, or because the economy is not generating enough secure, well-paid entry-level positions for the number of graduates produced?
L2396	R021__WHATS_MISSING__Critical_Assumption__L2157	WHATS_MISSING	Critical_Assumption	21	6/23/2026, 8:04:27 PM	ai-prompting-and-description.md:L2157	34	84	The protected assumption is that educational supply can be precisely aligned with future labor demand through centralized forecasting.	The protected assumption is that educational supply can be precisely aligned with future labor demand through centralized forecasting. If technological change, automation, employer behavior, or economic slowdown makes those forecasts wrong, universities may produce highly specialized graduates whose credentials depreciate together.
L2397	R021__WHATS_MISSING__Next_Inquiry__L2161	WHATS_MISSING	Next_Inquiry	21	6/23/2026, 8:04:27 PM	ai-prompting-and-description.md:L2161	18	120	Track the eliminated and newly created programs at institution level.	Track the eliminated and newly created programs at institution level. Compare enrollment, faculty qualifications, instructional resources, graduation rates, wages, job match, underemployment, regional mobility, and five-year career durability. Separate newly invented degrees from renamed existing programs. The decisive evidence is whether the reform improves graduates’ bargaining power and employment quality—not whether universities appear more aligned with national strategy.
L2398	R022__WHATS_MISSING__Missing_Question__L2232	WHATS_MISSING	Missing_Question	22	6/23/2026, 8:08:16 PM	ai-prompting-and-description.md:L2232	55	55	What specific marginal capability did Mythos provide over other models and conventional security tools, and did independent testing show that this advantage benefited offensive operations more than authorized defense?	What specific marginal capability did Mythos provide over other models and conventional security tools, and did independent testing show that this advantage benefited offensive operations more than authorized defense?
L2399	R022__WHATS_MISSING__Critical_Assumption__L2236	WHATS_MISSING	Critical_Assumption	22	6/23/2026, 8:08:16 PM	ai-prompting-and-description.md:L2236	19	86	The protected assumption is that access can be regulated at the model level.	The protected assumption is that access can be regulated at the model level. In practice, risk depends on the surrounding environment: network access, tools, privileges, operator expertise, monitoring, target information, and permission to act. The same model can be relatively contained in one harness and operationally dangerous in another.
L2400	R022__WHATS_MISSING__Next_Inquiry__L2240	WHATS_MISSING	Next_Inquiry	22	6/23/2026, 8:08:16 PM	ai-prompting-and-description.md:L2240	42	150	Reconstruct the N.S.A. evaluation with clear separation among vulnerability discovery, exploit generation, privilege escalation, persistence, and autonomous execution.	Reconstruct the N.S.A. evaluation with clear separation among vulnerability discovery, exploit generation, privilege escalation, persistence, and autonomous execution. Compare Mythos with alternative closed and open models under identical access, tooling, time, and human-support conditions. Then map the bureaucratic chain that converted the test results into congressional language, export policy, and loss of domestic access. The decisive issue is whether the restriction followed demonstrated net security risk or an institutional conflict amplified by an inaccurate account of the experiment.
